word,meaning,pos,"example","example_ko","example2","example2_ko","collocation","collocation_ko",level,synonym
realm,영역/왕국,n,"The discovery belongs to the realm of pure science.","그 발견은 순수 과학의 영역에 속한다.","","","the realm of possibility","가능성의 영역",4,
abdicate,퇴위하다,v,"The king chose to abdicate the throne to his son.","왕은 아들에게 왕위를 물려주며 퇴위하기로 했다.","","","abdicate the throne","왕위를 물러나다",5,
inauguration,취임,n,"Thousands gathered to watch the president's inauguration.","수천 명이 대통령의 취임식을 보기 위해 모였다.","","","presidential inauguration","대통령 취임식",5,
obscurity,무명/모호함,n,"The band rose from obscurity to international fame.","그 밴드는 무명에서 국제적인 명성을 얻는 위치로 올라섰다.","","","fade into obscurity","잊혀지다(무명 속으로 사라지다)",5,
exquisite,정교한,adj,"The necklace was crafted with exquisite detail.","그 목걸이는 정교한 디테일로 제작되었다.","","","exquisite detail","정교한 디테일",5,
regime,정권/체제,n,"The new regime quickly changed the country's laws.","새 정권은 그 나라의 법을 빠르게 바꾸었다.","","","totalitarian regime","전체주의 정권",5,
custody,양육권,n,"The couple fought over custody of their children.","그 부부는 자녀의 양육권을 두고 다투었다.","","","child custody","자녀 양육권",5,
pivotal,중심이 되는,adj,"That meeting was pivotal in shaping company policy.","그 회의는 회사 정책을 형성하는 데 결정적인 역할을 했다.","","","pivotal role","중추적인 역할",5,
viral,급속히 퍼지는,adj,"The video went viral within a few hours.","그 영상은 몇 시간 만에 급속히 퍼져나갔다.","","","go viral","(입소문으로) 급속히 퍼지다",5,
render,만들다/~하게 하다,v,"The injury rendered him unable to walk for weeks.","그 부상은 그가 몇 주 동안 걷지 못하게 만들었다.","","","render useless","쓸모없게 만들다",5,
ancestry,가계/혈통,n,"She traced her ancestry back to the 1800s.","그녀는 자신의 가계를 1800년대까지 거슬러 올라가 추적했다.","","","trace one's ancestry","가계를 추적하다",5,
conviction,신념/유죄 판결,n,"He spoke with great conviction about the plan.","그는 그 계획에 대해 강한 신념을 가지고 이야기했다.","","","criminal conviction","유죄 판결",5,
plummet,곤두박질치다,v,"Temperatures plummeted overnight.","밤사이 기온이 곤두박질쳤다.","","","stock prices plummet","주가가 곤두박질치다",5,
grim,암울한,adj,"The doctor gave a grim prognosis.","의사는 암울한 예후를 전했다.","","","grim reality","암울한 현실",5,
havoc,큰 혼란,n,"The storm wreaked havoc on the coastal town.","그 폭풍은 해안 마을에 큰 혼란을 일으켰다.","","","wreak havoc","큰 혼란을 일으키다",5,
parasite,기생충,n,"The parasite lives inside the host's intestines.","그 기생충은 숙주의 장 속에서 산다.","","","intestinal parasite","장내 기생충",5,
retribution,응징,n,"He feared retribution for speaking out.","그는 목소리를 낸 것에 대한 보복을 두려워했다.","","","fear of retribution","보복에 대한 두려움",5,
coup,쿠데타,n,"The military staged a coup and seized power.","군부는 쿠데타를 일으켜 권력을 장악했다.","","","military coup","군사 쿠데타",5,
impede,지연시키다,v,"Poor visibility impeded the search effort.","시야가 나빠 수색 작업이 지연되었다.","","","impede progress","진행을 방해하다",5,
prophecy,예언,n,"The old prophecy foretold the fall of the kingdom.","그 오래된 예언은 왕국의 몰락을 예고했다.","","","self-fulfilling prophecy","자기충족적 예언",5,
sanctuary,보호구역,n,"The forest was declared a wildlife sanctuary.","그 숲은 야생동물 보호구역으로 지정되었다.","","","wildlife sanctuary","야생동물 보호구역",5,
abash,당황하게 하다,v,"The harsh criticism abashed the young writer.","혹독한 비판이 그 젊은 작가를 당황하게 만들었다.","","","","",4,
aberration,탈선,n,"The error was an aberration in an otherwise perfect record.","그 실수는 그렇지 않았다면 완벽했을 기록에서의 일탈이었다.","","","a temporary aberration","일시적인 일탈",4,
abhorrence,혐오,n,"She viewed cruelty to animals with abhorrence.","그녀는 동물 학대를 혐오스럽게 여겼다.","","","abhorrence of violence","폭력에 대한 혐오",5,
abridge,축약하다,v,"The editor abridged the novel for younger readers.","편집자는 어린 독자들을 위해 그 소설을 축약했다.","","","abridge a novel","소설을 축약하다",3,
abridged,축소된,adj,"They read an abridged version of the classic story.","그들은 그 고전 이야기의 축약본을 읽었다.","","","abridged version","축약본",3,
acquit,무죄로 하다,v,"The jury voted to acquit the defendant.","배심원단은 피고인에게 무죄 평결을 내리기로 했다.","","","acquit of charges","혐의를 벗겨주다(무죄 선고하다)",4,
adherent,추종자/지지자,n,"The political party gained many new adherents.","그 정당은 많은 새로운 지지자를 얻었다.","","","adherent of a religion","종교의 신봉자",4,
adhesive,접착성의,adj,"She used a strong adhesive to fix the broken handle.","그녀는 부러진 손잡이를 고치기 위해 강력한 접착제를 사용했다.","Make sure the adhesive tape is completely dry before touching it.","만지기 전에 접착 테이프가 완전히 말랐는지 확인하라.","adhesive tape","접착 테이프",2,sticky
admonition,훈계,n,"He ignored his mother's gentle admonition to be careful.","그는 조심하라는 어머니의 부드러운 훈계를 무시했다.","","","gentle admonition","부드러운 훈계",4,
adulation,과찬,n,"The singer seemed uncomfortable with all the adulation.","그 가수는 쏟아지는 과도한 찬사를 불편해하는 듯했다.","","","public adulation","대중의 과찬",5,
agitate,불안하게 만들다,v,"The loud noise outside began to agitate the baby.","밖에서 나는 시끄러운 소리가 아기를 불안하게 만들기 시작했다.","","","agitate for change","변화를 위해 선동하다",3,
ailment,(가벼운) 병,n,"He visited the doctor for a minor ailment.","그는 가벼운 병 때문에 병원을 찾았다.","","","minor ailment","가벼운 질환",3,
ambience,주위환경/분위기,n,"The candles gave the restaurant a romantic ambience.","촛불이 그 식당에 낭만적인 분위기를 더했다.","Soft lighting created a cozy ambience in the cafe.","은은한 조명이 그 카페에 아늑한 분위기를 만들어냈다.","cozy ambience","아늑한 분위기",2,atmosphere
amnesty,사면,n,"The government granted amnesty to hundreds of prisoners.","정부는 수백 명의 수감자에게 사면을 내렸다.","","","grant amnesty","사면을 승인하다",4,
amputate,절단하다,v,"Doctors had to amputate his injured leg.","의사들은 그의 다친 다리를 절단해야 했다.","","","amputate a limb","팔다리를 절단하다",4,
truncate,짧게 자르다,v,"The report was truncated to fit on one page.","그 보고서는 한 페이지에 맞도록 짧게 잘렸다.","","","truncate a list","목록을 짧게 자르다",4,
apathetic,무관심한,adj,"Many voters seemed apathetic about the local election.","많은 유권자들이 지방 선거에 무관심해 보였다.","","","apathetic response","무관심한 반응",3,
atonement,보상/속죄,n,"He spent years seeking atonement for his mistake.","그는 자신의 실수에 대한 속죄를 구하며 수년을 보냈다.","","","seek atonement","속죄를 구하다",5,
audacity,뻔뻔함,n,"She had the audacity to blame others for her own mistake.","그녀는 자신의 실수를 남 탓으로 돌리는 뻔뻔함을 보였다.","","","have the audacity to","~할 뻔뻔함이 있다",4,
impertinence,뻔뻔함,n,"The teacher was shocked by the student's impertinence.","교사는 그 학생의 뻔뻔함에 충격을 받았다.","","","sheer impertinence","순전한 뻔뻔함",5,
authenticity,진실성/진품임,n,"Experts questioned the authenticity of the painting.","전문가들은 그 그림의 진위를 의심했다.","","","question the authenticity","진위를 의심하다",3,
behoove,~하는 것이 의무이다,v,"It behooves every citizen to vote responsibly.","모든 시민은 책임감 있게 투표해야 할 의무가 있다.","","","","",5,
belligerence,호전성,n,"His belligerence made negotiations nearly impossible.","그의 호전성 때문에 협상이 거의 불가능해졌다.","","","display belligerence","호전성을 드러내다",5,
beneficiary,수혜자,n,"She was named the sole beneficiary of his estate.","그녀는 그의 유산의 유일한 수혜자로 지정되었다.","","","primary beneficiary","주요 수혜자",3,
bereavement,사별,n,"The company offered him bereavement leave after his father's death.","회사는 그의 아버지가 돌아가신 후 사별 휴가를 제공했다.","","","bereavement leave","상(을 당한 이의) 휴가",4,
bewildering,당혹스러운,adj,"The instructions were bewildering to first-time users.","그 지침은 처음 사용하는 사람들에게 당혹스러웠다.","","","bewildering array","당혹스러울 정도로 많은 종류",3,
